,N,N_samples,N_phases,Y,phase,group,prior_scale,prior_sample_scale,prior_exp_scale,prior_location,u_int_fit,u_int_count
0,98,7,2,0.10753309254437048,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0005919449186733628,0.0006444997136835313
1,98,7,2,0.38024171704390797,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012744605383048393,0.0014158990716804886
2,98,7,2,0.10496685249884656,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.000897595957665964,0.0009587547745664839
3,98,7,2,0.372152495766538,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0035810871378393894,0.0037486141817756552
4,98,7,2,0.1037812640393617,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012863739664972854,0.0013245993381884736
5,98,7,2,0.37129909917557663,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0024278365786422366,0.002596738583024906
6,98,7,2,0.10094061285895489,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0011985771914719476,0.0012341792198111005
7,98,7,2,0.09625388751480915,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0030377057086579335,0.002894630973820098
8,98,7,2,0.3612830925199803,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005070623245282093,0.005159734731291346
9,98,7,2,0.3634490762105528,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0037719035479441116,0.003969681453096325
10,98,7,2,0.09855333088427719,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005824495439910953,0.005724502653234469
11,98,7,2,0.36867149777900826,2,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009301064751872609,0.010594395246821629
12,98,7,2,0.10401376705648943,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0019155426826822969,0.00218835976060688
13,98,7,2,0.10190422837262267,1,1,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0018256227969460526,0.0023005019699731608
14,98,7,2,0.12172725402977819,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0006255426250727735,0.0006833901040693058
15,98,7,2,0.3660712810276041,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012518640920061081,0.001389941455717238
16,98,7,2,0.1193313009205008,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0009456101073991712,0.0010149707521627353
17,98,7,2,0.35601141215215537,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003523747576970068,0.0036917744650474737
18,98,7,2,0.11783225287701338,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0013455685155461972,0.0013864552211767809
19,98,7,2,0.35484003530677555,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.002381090955447138,0.0025491295894699796
20,98,7,2,0.1163316508004954,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012572397042049325,0.0013034917829355458
21,98,7,2,0.11592677337960311,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0031415235128424393,0.0030496582359070463
22,98,7,2,0.3427231247203109,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.004996788466823195,0.005068003176879055
23,98,7,2,0.34295911716414756,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.00370255823207877,0.003879166660482003
24,98,7,2,0.10617127786938972,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005749689969639892,0.005340076327884982
25,98,7,2,0.35337051645122625,2,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009282200897002376,0.010571370427290979
26,98,7,2,0.11384582156954884,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0019383839780440857,0.002213029764533958
27,98,7,2,0.11554306209714209,1,2,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001859823123342086,0.0022739836280903612
28,98,7,2,0.11221083137746697,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0005987690646332766,0.0006564617937379094
29,98,7,2,0.37544322605916436,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012578665798273093,0.0014061413318676023
30,98,7,2,0.10969683830963664,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0009077509760258319,0.0009745435666537075
31,98,7,2,0.36607026833815115,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003533647761311252,0.00373681685954075
32,98,7,2,0.10876173553091817,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012991940864128717,0.0013427952958251985
33,98,7,2,0.36688571169811496,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0023963156720618085,0.002587794508326572
34,98,7,2,0.1079727358132811,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012166489877169502,0.0012659807500805162
35,98,7,2,0.1054146740567523,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003053324047795823,0.0028477120427099116
36,98,7,2,0.35719519333612143,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.00500847729331076,0.005112029257165725
37,98,7,2,0.35612240962848607,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0037257488397390657,0.003963356177835585
38,98,7,2,0.11225198372300722,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005905048109371546,0.006239783910413543
39,98,7,2,0.3609084355323068,2,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009183696659285727,0.010667440648500472
40,98,7,2,0.10641248118585228,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0019101360582017442,0.0022040323786528854
41,98,7,2,0.10384513187501675,1,3,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001812691160129009,0.002225395540358726
42,98,7,2,0.11653137163938895,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.000607413721735512,0.0006672456909589939
43,98,7,2,0.37041014624031365,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001246907699398413,0.0013978105093460944
44,98,7,2,0.11426470516475878,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.000921121544080184,0.0009954156915258812
45,98,7,2,0.3574204163676834,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003491343067334993,0.0036700966066309355
46,98,7,2,0.11176132364188456,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0013057112693875656,0.0013640442957407136
47,98,7,2,0.35887170576584027,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.002368520238899783,0.0025570388298368093
48,98,7,2,0.11158510144469844,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012273340150443376,0.0012773393881580829
49,98,7,2,0.11322705397323742,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0031014330413308127,0.003056701439359851
50,98,7,2,0.3503536363930356,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.004974982280959438,0.005129566047646233
51,98,7,2,0.3522621864961188,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003705448655879405,0.003949865685260071
52,98,7,2,0.11163318687693516,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005774185161342669,0.005461781831399547
53,98,7,2,0.34877365384160386,2,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009109005399068951,0.010396981993588903
54,98,7,2,0.11221025750444587,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0019195207810909908,0.0021862000296058244
55,98,7,2,0.10937465510850232,1,4,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0018285992077380158,0.0022412348185968825
56,98,7,2,0.12646166912851883,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.000636973596411766,0.0006948380478932169
57,98,7,2,0.3611073001282498,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012449196447107673,0.0013797025837226375
58,98,7,2,0.124432630251669,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.000964150655555679,0.0010343071491604639
59,98,7,2,0.35065768992868523,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003517965225749991,0.0036693560847261813
60,98,7,2,0.12206960570169403,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0013594526197608693,0.001406892954567313
61,98,7,2,0.3492647865033097,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0023672517538710107,0.002525800158364948
62,98,7,2,0.12145892430046985,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012767504321013706,0.0013206827004080335
63,98,7,2,0.1213063115577535,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003167672970486535,0.003082095636673622
64,98,7,2,0.34606511551950464,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005003279674501173,0.005057139624348305
65,98,7,2,0.3421434572716639,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0037127865676309605,0.003921509487893291
66,98,7,2,0.12317837121969899,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005877471030235383,0.00570212692894881
67,98,7,2,0.3584787382172785,2,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009350483071294978,0.010789583566024406
68,98,7,2,0.1207114869096345,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001975430173035613,0.002287548754153995
69,98,7,2,0.11843013164945317,1,5,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0018721883949512287,0.0022777906645356965
70,98,7,2,0.1318178346273089,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0006472133025835631,0.0007087392133073671
71,98,7,2,0.3561326330229461,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012339467802247406,0.0013714049564577165
72,98,7,2,0.12913807204837885,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0009782757689276503,0.0010516764114519225
73,98,7,2,0.34984404320170925,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0034950059215948233,0.0036652286193976126
74,98,7,2,0.12618665432533535,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0013747085303675002,0.0014260207381893693
75,98,7,2,0.3464402048654151,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0023539387136263363,0.0025112541899897857
76,98,7,2,0.1259406298033274,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.00129132957705406,0.001345112608796194
77,98,7,2,0.12466729806567095,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0031680595386101573,0.0030554384563034986
78,98,7,2,0.3350411704953765,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.004951639977116341,0.005004103713138637
79,98,7,2,0.3377592255218097,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0036871348412085762,0.0038702587921684408
80,98,7,2,0.12261313056935613,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005862086845764576,0.005488236503487234
81,98,7,2,0.34444558042161333,2,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009209489993737736,0.010342028746696345
82,98,7,2,0.12478807961430526,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001981155358848831,0.0022842895070593313
83,98,7,2,0.125553399632786,1,6,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0018950893547278198,0.002335106438911191
84,98,7,2,0.13630744566194003,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0006555244991976785,0.0007211057869736615
85,98,7,2,0.35132043203881547,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0012228787434804744,0.0013623576340929182
86,98,7,2,0.134257253377541,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0009911353788969854,0.0010675648412417937
87,98,7,2,0.34337326729385614,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.003460552140246916,0.003636751118821457
88,98,7,2,0.13202869629262434,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001394194020756709,0.0014528761909323158
89,98,7,2,0.3413451767710168,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.002332348913022468,0.002505252774390748
90,98,7,2,0.13087099600488847,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001305955698510118,0.0013609388010590083
91,98,7,2,0.13032983038531737,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0032056697205982785,0.003163884877413257
92,98,7,2,0.33582872254852086,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.004937741063904592,0.005006718307074035
93,98,7,2,0.3296722791385011,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0036443373668597788,0.00383809257932822
94,98,7,2,0.13365855500498372,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.005911591949328938,0.005973781994235932
95,98,7,2,0.3375871819636301,2,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.009242821005578534,0.010485460586178939
96,98,7,2,0.12884381026258523,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.001990939087146015,0.0022725848931887823
97,98,7,2,0.12886468759699257,1,7,0.11777893256951129,0.010342510119669596,0.005326861836260929,0.2186328822489576,0.0018942133318942422,0.0022874070256379215
